player,team,position,games,wins,avg_kills,avg_deaths,avg_assists,avg_dpm,avg_cspm,avg_vision,winrate,kda,weighted_winrate,weighted_kda,primary_league,region
Badlulu,GIANTX Pride,top,87,60,3.4367816091954024,2.9310344827586206,5.862068965517241,630.0614586206897,8.09032183908046,30.057471264367816,69.0,3.17,69.0,3.17,LVP SL,Europe
scuro,Alpha7 Esports,bot,41,21,4.7560975609756095,3.0,6.146341463414634,757.721431707317,9.014712195121952,34.0,51.2,3.63,48.2,3.17,CD,Latin America
kehvo,Anubis Gaming,bot,36,17,3.8055555555555554,3.0833333333333335,5.972222222222222,751.6107361111111,8.4865,21.166666666666668,47.2,3.17,47.2,3.17,AL,Europe
Perkz,Ruddy Esports,top,11,6,4.363636363636363,2.909090909090909,5.181818181818182,754.8863636363636,8.103272727272726,35.18181818181818,54.5,3.28,50.0,3.17,NLC,Europe
Perkz,Ruddy Esports,top,11,6,4.363636363636363,2.909090909090909,5.181818181818182,754.8863636363636,8.103272727272726,35.18181818181818,54.5,3.28,50.0,3.17,NLC,Europe
Jojopyun,Movistar KOI,mid,109,58,2.981651376146789,2.8807339449541285,6.146788990825688,651.0560293577981,9.035529357798165,38.055045871559635,53.2,3.17,51.7,3.17,LEC,Europe
Solid,Dplus KIA Youth,jng,134,74,3.791044776119403,3.7761194029850746,8.171641791044776,486.14527014925375,6.545459701492537,45.66417910447761,55.2,3.17,55.2,3.17,LAS,Latin America
Damage,Flamengo MDL,sup,47,25,0.9361702127659575,3.8297872340425534,11.340425531914894,231.2819893617021,1.0848063829787233,121.68085106382979,53.2,3.21,53.8,3.17,CD,Latin America
Deant9,DetonatioN FocusMe Academy,bot,48,24,4.833333333333333,3.7916666666666665,6.791666666666667,720.6162583333333,8.196275,21.229166666666668,50.0,3.07,51.8,3.17,LJL,Japan
Dinai,PSG Talon Academy,jng,21,10,4.571428571428571,3.9523809523809526,7.9523809523809526,479.92732857142863,6.253052380952381,39.04761904761905,47.6,3.17,47.6,3.17,PCS,Southeast Asia
Zankiller,Team Insidious,jng,14,2,2.5714285714285716,3.357142857142857,8.071428571428571,349.18835,6.0426142857142855,42.357142857142854,14.3,3.17,14.3,3.17,HLL,Europe
Bardito,Sicar Esports,sup,17,9,0.5882352941176471,3.1176470588235294,9.294117647058824,200.51691764705882,0.9805705882352941,117.29411764705883,52.9,3.17,52.9,3.17,LRS,Other
Bulas,Dopamina E-Sport,sup,33,19,0.8787878787878788,4.0,11.787878787878787,191.8221393939394,0.9285272727272728,108.06060606060606,57.6,3.17,57.6,3.17,CD,Latin America
Beichuan,ThunderTalk Gaming,jng,49,20,2.6122448979591835,3.122448979591837,7.285714285714286,483.8250489795918,6.916095918367348,39.63265306122449,40.8,3.17,40.8,3.17,LPL,China
ZiYe,Weibo Gaming Youth Team,sup,11,5,1.9090909090909092,3.272727272727273,8.454545454545455,224.88271818181818,1.259709090909091,106.0,45.5,3.17,45.5,3.17,Asia Master,Other
Labrov,G2 Esports,sup,113,67,0.6371681415929203,3.0973451327433628,9.601769911504425,201.96816017699115,0.9167000000000001,114.30088495575221,59.3,3.31,57.3,3.17,LEC,Europe
Neramin,GLORE,bot,17,3,6.411764705882353,3.3529411764705883,4.176470588235294,634.0565352941177,8.99905294117647,15.058823529411764,17.6,3.16,17.6,3.16,HM,Europe
konseki,Gwenchana,sup,10,5,1.8,3.7,9.9,210.25921,1.04791,103.5,50.0,3.16,50.0,3.16,CD,Latin America
Erha,Weibo Gaming,sup,57,24,0.543859649122807,3.3508771929824563,9.87719298245614,196.61558771929825,0.9738929824561403,117.12280701754386,42.1,3.11,42.9,3.16,LPL,China
Trymbi,Vivo Keyd Stars,sup,67,34,0.8059701492537313,3.6865671641791047,10.567164179104477,204.2479119402985,1.0415253731343284,112.98507462686567,50.7,3.09,50.8,3.16,LTA S,Latin America
UmTi,Team Liquid,jng,41,23,1.951219512195122,3.1219512195121952,7.560975609756097,416.1711121951219,6.27449512195122,47.829268292682926,56.1,3.05,57.1,3.16,LTA N,North America
Nikolex,Lundqvist Lightside,jng,12,6,5.0,4.083333333333333,7.916666666666667,633.681125,6.347266666666666,37.416666666666664,50.0,3.16,50.0,3.16,NLC,Europe
Vertigo,Vitality.Bee,top,35,19,3.0,2.342857142857143,4.4,559.8072999999999,8.302097142857143,30.885714285714286,54.3,3.16,54.3,3.16,LFL,Europe
MasuHana,Sponge Gaming,top,10,4,5.9,4.5,8.3,834.0892200000001,7.31112,28.4,40.0,3.16,40.0,3.16,PCS,Southeast Asia
Kellin,BNK FEARX,sup,127,61,0.7716535433070866,3.677165354330709,11.244094488188976,229.15792992125986,0.8763425196850394,112.67716535433071,48.0,3.27,46.1,3.15,LCK,Korea
JokerHan,CTBC Flying Oyster Academy,mid,17,9,2.6470588235294117,3.235294117647059,7.529411764705882,629.9351235294117,7.3533,32.294117647058826,52.9,3.15,52.9,3.15,PCS,Southeast Asia
eaRyz,Team UNiTY,jng,19,7,3.8947368421052633,3.9473684210526314,8.526315789473685,443.3911526315789,6.112047368421052,33.31578947368421,36.8,3.15,36.8,3.15,HM,Europe
Zeus,Hanwha Life Esports,top,169,109,3.4911242603550297,3.0473372781065087,6.443786982248521,645.4319284023668,7.934844378698224,33.30177514792899,64.5,3.26,63.3,3.15,LCK,Korea
Aymen,Team UNiTY,sup,16,7,1.125,4.1875,12.0625,208.77025625,0.84884375,101.4375,43.8,3.15,43.8,3.15,HM,Europe
Furby,Dynamo Eclot,sup,23,8,0.8695652173913043,3.1739130434782608,9.130434782608695,188.62708695652174,1.0751695652173914,109.78260869565217,34.8,3.15,34.8,3.15,HM,Europe
Leleko,Corinthians Esports,mid,24,8,2.7916666666666665,2.5833333333333335,5.333333333333333,592.3368375,8.630204166666667,42.0,33.3,3.15,33.3,3.15,CD,Latin America
Unkn0wn5,Ramboot Club,bot,15,6,5.066666666666666,3.6666666666666665,6.466666666666667,829.3725933333334,9.020186666666666,27.266666666666666,40.0,3.15,40.0,3.15,LVP SL,Europe
APP,Crvena zvezda Esports,top,41,25,3.2439024390243905,2.731707317073171,5.365853658536586,593.2687146341464,7.672248780487806,23.390243902439025,61.0,3.15,61.0,3.15,EBL,Europe
NoDu,Crusaders,sup,18,9,1.0555555555555556,3.6666666666666665,10.5,221.69013333333334,1.444288888888889,79.83333333333333,50.0,3.15,50.0,3.15,LPLOL,Other
LazyFeel,DRX,bot,35,16,3.6857142857142855,2.8,5.142857142857143,596.1216142857143,9.034085714285714,37.08571428571429,45.7,3.15,45.7,3.15,LCK,Korea
Aklass,Fog Esports,bot,58,25,4.896551724137931,3.206896551724138,5.206896551724138,709.3041775862068,8.649179310344827,26.53448275862069,43.1,3.15,43.1,3.15,AL,Europe
Toffe,Team BDS Academy,mid,47,14,4.23404255319149,3.425531914893617,6.531914893617022,797.3666978723404,8.58163404255319,31.23404255319149,29.8,3.14,29.8,3.14,LFL,Europe
frajgo,Kiedyś Miałem Fun,top,25,17,4.76,3.6,6.56,747.52398,7.953096,30.52,68.0,3.14,68.0,3.14,RL,Other
Mixtsure,Dorado Gaming,sup,24,12,0.8333333333333334,3.5833333333333335,10.416666666666666,244.84275833333334,1.0221791666666666,105.125,50.0,3.14,50.0,3.14,NACL,North America
Dream,Bulldog Esports,bot,10,3,4.7,3.7,6.9,778.20235,8.59567,31.5,30.0,3.14,30.0,3.14,NLC,Europe
Shredder,BAAM Esports,sup,11,5,0.7272727272727273,3.909090909090909,11.545454545454545,233.59452727272728,0.9644909090909092,109.0,45.5,3.14,45.5,3.14,AL,Europe
Nero,RED Academy,jng,19,11,3.8421052631578947,3.789473684210526,8.052631578947368,418.93381578947367,5.857763157894737,45.1578947368421,57.9,3.14,57.9,3.14,CD,Latin America
Makes,Flamengo MDL,top,47,25,4.25531914893617,3.25531914893617,5.531914893617022,660.0547212765957,7.50340425531915,26.23404255319149,53.2,3.01,53.8,3.13,CD,Latin America
Zamudo,DarkZero Dragonsteel,top,26,18,4.423076923076923,3.3076923076923075,5.923076923076923,764.0901076923076,8.608503846153846,26.73076923076923,69.2,3.13,69.2,3.13,NACL,North America
Own3r,For The Win Esports,jng,26,12,5.923076923076923,4.153846153846154,7.076923076923077,632.2887192307692,6.760546153846154,33.34615384615385,46.2,3.13,46.2,3.13,LPLOL,Other
Oleg,Veni Vidi Vici,jng,32,16,3.75,3.75,8.0,487.3610125,6.037571875,36.0625,50.0,3.13,50.0,3.13,EM,Europe
SaintSamson,Lundqvist Lightside,top,10,6,2.7,3.1,7.0,759.17247,7.928669999999999,26.5,60.0,3.13,60.0,3.13,NLC,Europe
Miracle,ODD Esports,sup,11,6,0.45454545454545453,4.181818181818182,12.636363636363637,186.71632727272728,1.0344454545454544,105.0909090909091,54.5,3.13,54.5,3.13,LRN,Other
justcan,AVE Axolotl,sup,37,21,0.6486486486486487,3.7837837837837838,11.18918918918919,194.61125675675675,1.0102,109.72972972972973,56.8,3.13,56.8,3.13,LIT,Europe
Kenia,Dplus KIA Youth,sup,80,44,1.475,4.1,11.3625,244.2676175,1.0792625,119.875,55.0,3.13,55.0,3.13,LAS,Latin America
Royeq,MY STAR,bot,15,6,3.6666666666666665,2.533333333333333,4.266666666666667,698.5030666666667,8.875513333333334,24.466666666666665,40.0,3.13,40.0,3.13,RL,Other
ZaFiR,Team Refuse,sup,10,3,0.6,3.9,11.6,210.3929,0.95497,98.3,30.0,3.13,30.0,3.13,HLL,Europe
Bulas,e-Champ Gaming,sup,17,7,1.0588235294117647,4.0,11.470588235294118,228.09155882352943,0.9384882352941176,111.23529411764706,41.2,3.13,41.2,3.13,CD,Latin America
konseki,7REX,sup,10,6,0.5,4.0,12.0,241.37856000000002,1.05923,124.4,60.0,3.12,60.0,3.12,CD,Latin America
Ace,GLORE,bot,10,5,5.6,4.3,7.8,791.65346,8.69962,27.2,50.0,3.12,50.0,3.12,HM,Europe
BlackSwan,Dynamo Eclot,bot,35,14,4.9714285714285715,3.257142857142857,5.2,756.2982171428572,9.307722857142858,27.97142857142857,40.0,3.12,40.0,3.12,HM,Europe
SweetMilk,Universae Instituto FP,sup,32,16,0.9375,3.375,9.59375,171.19383125,1.143046875,106.65625,50.0,3.12,50.0,3.12,NEXO,Other
Xiaomi,wangting,jng,11,4,5.2727272727272725,4.818181818181818,9.727272727272727,577.7952181818182,6.2643272727272725,36.36363636363637,36.4,3.11,36.4,3.11,PCS,Southeast Asia
JACTROLL,Zero Tenacity,sup,91,57,1.2637362637362637,4.461538461538462,12.604395604395604,275.2046274725275,0.868210989010989,95.12087912087912,62.6,3.11,62.6,3.11,RL,Other
Philip,Citadel Gaming,top,20,11,2.4,2.85,6.45,677.82802,7.60947,28.35,55.0,3.11,55.0,3.11,NACL,North America
Nsurr,Karmine Corp Blue,sup,13,8,0.46153846153846156,4.384615384615385,13.153846153846153,233.83954615384616,0.9756692307692307,118.92307692307692,61.5,3.11,61.5,3.11,EM,Europe
AlluK,Golden Lions,jng,12,5,2.8333333333333335,3.25,7.666666666666667,368.4574166666667,5.789083333333333,59.083333333333336,41.7,3.23,46.2,3.11,LRS,Other
Flakked,Team Heretics,bot,54,20,3.3518518518518516,2.388888888888889,4.074074074074074,659.0437277777777,9.525981481481482,45.01851851851852,37.0,3.11,37.0,3.11,LEC,Europe
AlluK,Golden Lions,jng,12,5,2.8333333333333335,3.25,7.666666666666667,368.4574166666667,5.789083333333333,59.083333333333336,41.7,3.23,46.2,3.11,LRS,Other
Raxxo,Orbit Anonymo Esports,sup,32,10,0.8125,3.8125,11.0625,243.812684375,0.963340625,109.90625,31.2,3.11,31.2,3.11,RL,Other
MathisV,Karmine Corp Blue Stars,mid,42,16,2.8095238095238093,2.857142857142857,6.071428571428571,551.7216357142858,8.104604761904762,34.45238095238095,38.1,3.11,38.1,3.11,LFL2,Europe
XnS,BK ROG Esports,jng,29,12,2.4482758620689653,3.2758620689655173,7.724137931034483,427.6263551724138,6.729962068965517,44.48275862068966,41.4,3.11,41.4,3.11,LFL,Europe
Adiss,GLORE,top,17,8,2.1176470588235294,3.1176470588235294,7.588235294117647,545.1060352941176,7.634447058823531,24.823529411764707,47.1,3.11,47.1,3.11,HW,Other
YSKM,Frank Esports,top,100,62,3.93,2.91,5.0,673.6270519999999,8.191195,24.84,62.0,3.07,62.5,3.11,PCS,Southeast Asia
Mikusik,Barcząca Esports,jng,16,7,5.9375,3.875,6.125,582.25139375,7.03348125,41.5625,43.8,3.11,43.8,3.11,RL,Other
RAMES,Joblife,jng,48,17,3.0416666666666665,3.25,7.0625,409.93190000000004,6.2371541666666666,46.791666666666664,35.4,3.11,35.4,3.11,LFL,Europe
1xn,ThunderTalk Gaming,bot,98,34,3.9591836734693877,2.836734693877551,4.836734693877551,713.5387785714286,9.406175510204081,35.826530612244895,34.7,3.1,34.7,3.1,LPL,China
Tahahy,Saigon Secret,sup,37,17,0.8648648648648649,4.027027027027027,11.297297297297296,199.25512432432433,1.1864945945945946,108.37837837837837,45.9,3.02,46.8,3.1,VCS,Southeast Asia
Dandom,DMG Esports,jng,15,6,1.8,3.2666666666666666,8.333333333333334,325.89293999999995,5.758433333333333,42.266666666666666,40.0,3.1,40.0,3.1,NLC,Europe
Yaavi,CORE 128,bot,14,2,3.857142857142857,2.857142857142857,5.0,654.3371142857143,8.210378571428572,23.571428571428573,14.3,3.1,14.3,3.1,NEXO,Other
VT Magus,Vortex (Japanese Team),sup,14,5,0.9285714285714286,4.142857142857143,11.928571428571429,231.7770357142857,1.0394285714285714,97.07142857142857,35.7,3.1,35.7,3.1,LJL,Japan
Bwipo,FlyQuest,top,86,60,3.546511627906977,3.116279069767442,6.3604651162790695,701.3133930232558,7.939797674418604,34.651162790697676,69.8,3.18,68.0,3.1,LTA N,North America
Vizicsacsi,NORD Esports,top,60,36,3.8333333333333335,3.1,5.766666666666667,651.47764,7.789225,33.666666666666664,60.0,3.1,60.0,3.1,NLC,Europe
Shredder,Skillcamp,sup,24,12,0.9583333333333334,4.125,11.833333333333334,198.52740416666666,1.0232958333333333,114.375,50.0,3.1,50.0,3.1,LFL2,Europe
Caucha,FlameHard,top,51,37,3.0,2.588235294117647,5.0,563.4334176470588,7.935235294117647,24.705882352941178,72.5,3.09,72.5,3.09,LPLOL,Other
Abagnale,Project Conquerors,sup,74,42,0.9459459459459459,4.45945945945946,12.85135135135135,198.4976716216216,1.117989189189189,112.02702702702703,56.8,3.09,56.8,3.09,LFL2,Europe
Karsa,PSG Talon,jng,92,49,2.6847826086956523,3.152173913043478,7.565217391304348,389.3550456521739,6.469875000000001,53.641304347826086,53.3,3.25,50.0,3.09,LCP,Southeast Asia
Straka,BeFive,mid,14,5,4.285714285714286,4.0,8.071428571428571,737.4537,7.898721428571428,24.0,35.7,3.09,35.7,3.09,EBL,Europe
Nestea,Ground Zero Gaming,mid,15,3,4.333333333333333,3.6,6.8,692.6926066666667,7.414973333333334,22.733333333333334,20.0,3.09,20.0,3.09,PCS,Southeast Asia
nvillada,Golden Lions,top,13,6,2.3846153846153846,2.6153846153846154,5.6923076923076925,509.6908,7.6977692307692305,28.923076923076923,46.2,3.09,46.2,3.09,LRS,Other
Telas,Alpha7 Esports,sup,41,21,0.926829268292683,3.7560975609756095,11.268292682926829,240.46903414634147,1.2473829268292682,110.17073170731707,51.2,3.25,48.2,3.09,CD,Latin America
MDB,CITA Kaizen,top,28,19,4.035714285714286,3.642857142857143,7.214285714285714,695.6741392857142,7.425153571428572,25.678571428571427,67.9,3.09,67.9,3.09,HC,Other
Niket,Ninjas in Pyjamas,sup,45,25,0.5777777777777777,4.044444444444444,11.733333333333333,198.18169111111112,1.1019733333333332,116.35555555555555,55.6,3.04,57.8,3.08,LPL,China
Maple,PSG Talon,mid,29,11,3.586206896551724,2.8620689655172415,6.517241379310345,702.5406241379311,8.416575862068965,40.310344827586206,37.9,3.53,33.3,3.08,LCP,Southeast Asia
Kratos,MGN Vikings Esports,top,87,47,2.8620689655172415,2.4827586206896552,4.781609195402299,565.8148448275862,7.971822988505747,29.770114942528735,54.0,3.08,54.0,3.08,LCP,Southeast Asia
many,Back2TheGame,mid,17,8,3.0588235294117645,3.0,6.176470588235294,657.1806294117647,8.063564705882353,25.823529411764707,47.1,3.08,47.1,3.08,RL,Other
Nenad,Crvena zvezda Esports,top,49,33,4.816326530612245,2.9591836734693877,4.3061224489795915,654.969906122449,8.381424489795918,18.775510204081634,67.3,3.08,67.3,3.08,EBL,Europe
NG ShizuOo,NextGeneration Esports,jng,10,3,4.5,4.8,10.3,522.69906,6.82269,36.9,30.0,3.08,30.0,3.08,AL,Europe
Ellim,OKSavingsBank BRION Challengers,jng,81,30,2.8271604938271606,3.074074074074074,6.481481481481482,387.8563382716049,6.602088888888888,47.93827160493827,37.0,3.03,38.1,3.08,LCKC,Korea
Mireu,Isurus Estral,mid,38,19,3.973684210526316,3.210526315789474,5.631578947368421,750.9943999999999,8.474194736842106,30.31578947368421,50.0,2.99,50.7,3.08,LTA S,Latin America
Ellim,OKSavingsBank BRION Challengers,jng,81,30,2.8271604938271606,3.074074074074074,6.481481481481482,387.8563382716049,6.602088888888888,47.93827160493827,37.0,3.03,38.1,3.08,LCKC,Korea
kkero,GOAL,sup,13,7,1.4615384615384615,4.3076923076923075,11.76923076923077,192.15553076923078,0.8465384615384616,105.15384615384616,53.8,3.07,53.8,3.07,HLL,Europe
RYue,West Point Esports,top,73,45,4.506849315068493,3.3835616438356166,5.684931506849315,748.1726890410959,8.01952191780822,22.47945205479452,61.6,3.01,63.1,3.07,PCS,Southeast Asia
marlon,Ruddy Esports,sup,18,8,0.7777777777777778,4.222222222222222,12.166666666666666,224.41125,0.9825999999999999,111.55555555555556,44.4,3.07,44.4,3.07,NLC,Europe
Venour,Kaufland Hangry Knights,top,75,38,3.2,2.7066666666666666,5.1066666666666665,631.1987066666667,8.048701333333334,30.12,50.7,3.07,50.7,3.07,PRM,Europe
Breezy,Supernova,sup,24,14,0.375,3.5,10.375,180.5736916666667,1.0204625,121.75,58.3,3.07,58.3,3.07,NACL,North America
Unforgiven,Malvinas Gaming,jng,20,9,3.05,3.8,8.6,416.216405,5.872014999999999,44.2,45.0,3.07,45.0,3.07,LRS,Other
The Mountain,AVE Axolotl,top,28,15,2.607142857142857,3.2142857142857144,7.25,550.0156357142857,7.028696428571428,23.0,53.6,3.07,53.6,3.07,LIT,Europe
Dinastik,Seven Dark,top,11,4,3.5454545454545454,2.727272727272727,4.818181818181818,614.1141545454547,8.377827272727272,28.545454545454547,36.4,3.07,36.4,3.07,LRS,Other
Agurin,Dung Dynasty,jng,26,15,4.115384615384615,4.115384615384615,8.538461538461538,589.4607384615384,7.535042307692308,45.38461538461539,57.7,3.07,57.7,3.07,PRM,Europe
PerfecT,KT Rolster,top,111,59,2.2522522522522523,2.684684684684685,5.666666666666667,522.0892036036036,7.560504504504505,35.4054054054054,53.2,2.95,54.6,3.06,LCK,Korea
Stray,Zeu5 Esports,top,18,8,3.4444444444444446,3.0,5.722222222222222,679.2865888888889,7.505655555555555,26.833333333333332,44.4,3.06,44.4,3.06,LRN,Other
Liweier,West Point Esports,jng,36,19,4.416666666666667,4.555555555555555,9.083333333333334,516.9581722222223,6.392125,34.361111111111114,52.8,2.96,55.3,3.06,PCS,Southeast Asia
Lulas,DMG Esports,jng,15,7,2.533333333333333,3.2,7.266666666666667,407.2027133333333,5.916906666666667,31.6,46.7,3.06,46.7,3.06,NLC,Europe
Chasy,ULF Esports,top,71,37,3.492957746478873,3.028169014084507,5.676056338028169,664.7378309859155,8.036442253521127,30.690140845070424,52.1,3.03,53.8,3.06,TCL,Europe
Kokos,Zerolag Esports,jng,16,7,3.9375,4.1875,8.875,547.046975,6.5035,34.0,43.8,3.06,43.8,3.06,HLL,Europe
Bio,Cupid Esports,jng,13,6,3.1538461538461537,3.769230769230769,8.384615384615385,492.87628461538463,5.880130769230769,45.61538461538461,46.2,3.06,46.2,3.06,NACL,North America
zeen,Ethereal Enigmas,jng,20,8,4.35,4.15,8.35,449.11233999999996,6.078329999999999,35.05,40.0,3.06,40.0,3.06,HC,Other
Zicssi,Gentle Mates,jng,98,53,2.795918367346939,3.2346938775510203,7.091836734693878,443.64879489795914,6.3152,53.57142857142857,54.1,3.06,54.1,3.06,LFL,Europe
mikasa,EDG Youth Team,jng,14,5,3.2857142857142856,3.7857142857142856,8.285714285714286,476.3013142857143,6.336042857142857,40.285714285714285,35.7,3.06,35.7,3.06,Asia Master,Other
Keres,Sponge Gaming,sup,10,4,1.1,4.8,13.6,230.554,0.9455199999999999,110.0,40.0,3.06,40.0,3.06,PCS,Southeast Asia
Serch,Universae Instituto FP,mid,32,16,3.4375,3.125,6.125,634.10618125,8.42165,26.1875,50.0,3.06,50.0,3.06,NEXO,Other
Zanzarah,Misa Esports,jng,26,16,2.769230769230769,3.6538461538461537,8.384615384615385,413.5613230769231,5.975815384615384,43.53846153846154,61.5,3.05,61.5,3.05,TCL,Europe
Breathe,Weibo Gaming,top,150,70,2.84,2.82,5.726666666666667,570.5693533333334,7.895477333333333,34.95333333333333,46.7,3.04,46.4,3.05,LPL,China
Enricfh,Monta Club,jng,26,10,3.0,3.730769230769231,8.384615384615385,349.10963846153845,5.641288461538461,51.76923076923077,38.5,3.05,38.5,3.05,NEXO,Other
Foxie,SPIKE Syndicate,mid,27,13,4.62962962962963,3.814814814814815,7.0,727.8881703703703,7.856477777777777,18.48148148148148,48.1,3.05,48.1,3.05,EBL,Europe
Notiko,Zerance,bot,33,13,4.575757575757576,3.303030303030303,5.484848484848484,631.1551,8.934284848484848,27.09090909090909,39.4,3.05,39.4,3.05,LFL2,Europe
Kireas,BBL Dark Passage,jng,17,6,4.588235294117647,3.9411764705882355,7.411764705882353,494.77041176470584,6.276194117647059,45.23529411764706,35.3,3.04,35.3,3.04,TCL,Europe
Don Ponk,LEO,sup,14,11,1.0,5.785714285714286,16.571428571428573,228.57882857142857,0.9021214285714285,91.21428571428571,78.6,3.04,78.6,3.04,NLC,Europe
Boal,Vivo Keyd Stars,top,69,36,2.6666666666666665,2.8115942028985508,5.536231884057971,547.6116260869566,7.839623188405796,33.82608695652174,52.2,2.92,52.2,3.04,LTA S,Latin America
Iheb,Dragons Esports,sup,34,19,1.0294117647058822,4.852941176470588,13.705882352941176,203.0209588235294,0.9654323529411765,99.20588235294117,55.9,3.04,55.9,3.04,AL,Europe
Bissejr15,Lundqvist Lightside,mid,14,6,4.5,3.357142857142857,5.714285714285714,728.4882,7.674028571428572,20.857142857142858,42.9,3.04,42.9,3.04,NLC,Europe
Zdz,EDward Gaming,top,82,45,2.731707317073171,2.951219512195122,6.2439024390243905,574.3082670731708,8.11811219512195,38.792682926829265,54.9,3.04,54.0,3.04,LPL,China
Crisp,Weibo Gaming,sup,67,30,0.6119402985074627,3.8208955223880596,11.164179104477611,221.99480447761195,1.032855223880597,126.94029850746269,44.8,3.08,44.1,3.04,LPL,China
Guardian,Gen.G Scholars,top,65,38,3.8,2.9076923076923076,5.030769230769231,715.0551384615385,7.921535384615385,26.03076923076923,58.5,3.04,58.5,3.04,LAS,Latin America
