player,team,position,games,wins,avg_kills,avg_deaths,avg_assists,avg_dpm,avg_cspm,avg_vision,winrate,kda,weighted_winrate,weighted_kda,primary_league,region
Elix1r,WLGaming Esports,jng,16,6,3.75,4.625,8.125,445.90498125,5.9549812499999994,35.5,37.5,2.57,37.5,2.57,HLL,Europe
BuLLDoG,DN Freecs,mid,76,19,2.236842105263158,3.0921052631578947,5.723684210526316,682.993402631579,8.545780263157894,39.94736842105263,25.0,2.57,25.0,2.57,LCK,Korea
BVL Snow Panda,BraVeLY,sup,13,6,0.8461538461538461,4.846153846153846,11.538461538461538,238.29347692307692,1.1231,85.53846153846153,46.2,2.56,46.2,2.56,LJL,Japan
WalliR,KIA.eSuba Academy,mid,53,30,4.830188679245283,4.60377358490566,6.962264150943396,855.6265,8.16646037735849,19.81132075471698,56.6,2.56,56.6,2.56,HC,Other
Krimson,Zerance,jng,47,16,3.0638297872340425,3.9361702127659575,7.0,438.27516170212766,6.461740425531914,45.148936170212764,34.0,2.56,34.0,2.56,LFL2,Europe
Sniper,100 Thieves,top,37,19,3.027027027027027,3.324324324324324,5.243243243243243,534.2696432432433,7.399783783783783,34.91891891891892,51.4,2.49,51.5,2.55,LTA N,North America
Empyros,Gentle Mates,top,95,51,2.694736842105263,2.736842105263158,4.294736842105263,554.6544252631579,8.381125263157895,37.83157894736842,53.7,2.55,53.7,2.55,LFL,Europe
Joki37,Actions Per Minute,jng,14,5,3.4285714285714284,4.428571428571429,7.857142857142857,568.3043,6.323678571428571,33.57142857142857,35.7,2.55,35.7,2.55,HLL,Europe
Doxy,Venomcrest Esports,top,13,5,3.1538461538461537,2.923076923076923,4.3076923076923075,617.9479230769231,7.161215384615384,26.923076923076923,38.5,2.55,38.5,2.55,NLC,Europe
Dhokla,100 Thieves,top,37,22,2.864864864864865,3.4324324324324325,6.108108108108108,604.9529378378378,7.668324324324325,28.216216216216218,59.5,2.61,55.1,2.55,LTA N,North America
MrFreezed,EKO Esports,bot,22,7,4.909090909090909,4.136363636363637,5.636363636363637,669.1703272727273,8.267581818181817,18.727272727272727,31.8,2.55,31.8,2.55,LIT,Europe
shanji,Ninjas in Pyjamas,top,47,22,2.4468085106382977,3.276595744680851,5.914893617021277,544.2275127659575,7.423953191489361,28.106382978723403,46.8,2.55,46.8,2.55,LPL,China
Adam,Rogue,top,29,6,3.5517241379310347,3.0689655172413794,4.241379310344827,585.4906793103448,8.364668965517241,37.44827586206897,20.7,2.54,20.7,2.54,LEC,Europe
Ariana,Dorado Gaming,top,24,12,3.7083333333333335,3.3333333333333335,4.75,698.7050083333334,7.4408875,21.916666666666668,50.0,2.54,50.0,2.54,NACL,North America
Lancer,DN Freecs Challengers,top,139,74,2.935251798561151,3.4532374100719423,5.7913669064748206,667.4623942446044,7.957677697841726,34.32374100719424,53.2,2.53,53.6,2.54,LCKC,Korea
ChiCh1,West Point Esports,bot,11,3,4.818181818181818,4.181818181818182,5.818181818181818,840.866,8.664818181818182,36.90909090909091,27.3,2.54,27.3,2.54,PCS,Southeast Asia
Warner,Kaeru Gyuangu,mid,15,7,5.2,4.733333333333333,6.8,774.8141199999999,7.79906,31.933333333333334,46.7,2.54,46.7,2.54,LFL2,Europe
Feather,ThunderTalk Gaming,sup,105,37,0.5904761904761905,3.8190476190476192,9.257142857142858,167.34769238095237,1.1059695238095237,111.94285714285714,35.2,2.58,35.0,2.54,LPL,China
Whyx,Monta Club,sup,15,10,1.4,5.266666666666667,12.0,216.32425999999998,0.8798066666666666,104.6,66.7,2.54,66.7,2.54,NEXO,Other
Jwei,FunPlus Phoenix,sup,115,37,0.5826086956521739,4.191304347826087,10.060869565217391,188.39170000000001,1.1473860869565218,113.85217391304347,32.2,2.54,32.2,2.54,LPL,China
Hyorai,EKO Esports,sup,21,8,0.8571428571428571,4.666666666666667,11.0,266.1540142857143,0.969904761904762,103.28571428571429,38.1,2.54,38.1,2.54,LIT,Europe
Wendel,Venomcrest Esports,sup,13,5,1.3076923076923077,4.846153846153846,11.0,237.84366923076925,1.063853846153846,103.07692307692308,38.5,2.54,38.5,2.54,NLC,Europe
Damage,KaBuM! Ilha das Lendas,sup,19,10,0.6842105263157895,4.368421052631579,10.421052631578947,181.1202263157895,1.0703421052631579,110.94736842105263,52.6,2.54,52.6,2.54,CD,Latin America
Joao,For The Win Esports,top,21,10,3.4285714285714284,4.0,6.428571428571429,464.89035714285717,6.574599999999999,25.238095238095237,47.6,2.46,50.0,2.53,LPLOL,Other
Zhuo,LNG Esports,sup,39,10,0.358974358974359,3.1025641025641026,7.487179487179487,177.22505128205128,1.1784076923076923,126.56410256410257,25.6,2.53,25.6,2.53,LPL,China
Highway,Zerance,sup,19,8,0.6842105263157895,4.052631578947368,9.578947368421053,223.76797894736842,1.064978947368421,108.94736842105263,42.1,2.53,42.1,2.53,LFL2,Europe
Danden,EXILE esports,jng,10,3,2.2,4.0,7.9,436.29954,5.58691,24.8,30.0,2.53,30.0,2.53,HC,Other
Contractz,Shopify Rebellion,jng,63,26,2.4761904761904763,3.492063492063492,6.174603174603175,422.33158253968253,6.288863492063492,49.507936507936506,41.3,2.48,41.3,2.53,LTA N,North America
Berr,Dplus KIA Challengers,sup,85,40,0.6235294117647059,4.647058823529412,11.105882352941176,194.80054,1.0773211764705881,119.27058823529411,47.1,2.52,47.3,2.53,LCKC,Korea
Joao,For The Win Esports,top,21,10,3.4285714285714284,4.0,6.428571428571429,464.89035714285717,6.574599999999999,25.238095238095237,47.6,2.46,50.0,2.53,LPLOL,Other
Druust,Jörmungang,mid,41,18,3.1707317073170733,3.6097560975609757,5.951219512195122,609.3396341463415,7.441612195121952,30.682926829268293,43.9,2.53,43.9,2.53,ROL,Other
sheer,FunPlus Phoenix,top,115,37,2.582608695652174,3.1565217391304348,5.391304347826087,538.58358,7.7613330434782615,29.982608695652175,32.2,2.53,32.2,2.53,LPL,China
Mita,BRUTE,sup,24,9,1.1666666666666667,4.958333333333333,11.375,196.0851125,0.7869375000000001,111.75,37.5,2.53,37.5,2.53,HM,Europe
jmz,Contrata Logo Meu Time,top,14,7,3.7857142857142856,2.7142857142857144,3.0714285714285716,626.2420000000001,8.5247,24.642857142857142,50.0,2.53,50.0,2.53,CD,Latin America
Leandrinn,Contrata Logo Meu Time,bot,14,7,6.285714285714286,4.571428571428571,5.285714285714286,875.4632571428572,8.685892857142857,27.428571428571427,50.0,2.53,50.0,2.53,CD,Latin America
Zeron,Monta Club,mid,22,10,3.1818181818181817,3.227272727272727,5.636363636363637,738.1531318181818,8.20034090909091,28.227272727272727,45.5,2.73,34.5,2.52,NEXO,Other
alix,Zerance,mid,14,3,3.2142857142857144,3.5714285714285716,5.785714285714286,706.0291,8.327878571428572,26.428571428571427,21.4,2.52,21.4,2.52,LFL2,Europe
Myrtus,Team BDS Academy,sup,47,14,0.8085106382978723,4.574468085106383,10.72340425531915,222.9875106382979,1.137663829787234,113.63829787234043,29.8,2.52,29.8,2.52,LFL,Europe
Zeron,Monta Club,mid,22,10,3.1818181818181817,3.227272727272727,5.636363636363637,738.1531318181818,8.20034090909091,28.227272727272727,45.5,2.73,34.5,2.52,NEXO,Other
Aojune,CCG Esports,mid,28,14,3.25,3.642857142857143,5.928571428571429,696.634725,8.423425,28.75,50.0,2.52,50.0,2.52,NACL,North America
Zeron,Monta Club,mid,22,10,3.1818181818181817,3.227272727272727,5.636363636363637,738.1531318181818,8.20034090909091,28.227272727272727,45.5,2.73,34.5,2.52,NEXO,Other
Aki,ThunderTalk Gaming,jng,25,8,2.8,3.48,5.96,317.41371599999997,6.583672,50.6,32.0,2.52,32.0,2.52,LPL,China
Banino,Underworld Esports,sup,14,5,0.8571428571428571,4.142857142857143,9.571428571428571,209.30441428571427,1.0647714285714287,96.71428571428571,35.7,2.52,35.7,2.52,LIT,Europe
Wildenbruch,ROSSMANN Centaurs,sup,101,52,1.3465346534653466,5.0,11.277227722772277,243.21036633663365,0.9408960396039604,109.0990099009901,51.5,2.52,51.5,2.52,PRM,Europe
behave,Actions Per Minute,jng,15,6,2.2666666666666666,3.8666666666666667,7.466666666666667,382.45058,5.591226666666667,34.733333333333334,40.0,2.52,40.0,2.52,HLL,Europe
Calmsky,DMG Esports,sup,40,15,0.875,4.275,9.9,229.6797,0.9011775,93.95,37.5,2.52,37.5,2.52,NLC,Europe
Nanaue,Saigon Secret,top,17,9,4.0,3.2941176470588234,4.294117647058823,720.0696647058824,8.487811764705882,29.235294117647058,52.9,2.52,52.9,2.52,VCS,Southeast Asia
Yupps,Flamengo MDL,top,30,13,2.966666666666667,3.4,5.566666666666666,599.2058866666666,7.946363333333333,37.43333333333333,43.3,2.51,43.3,2.51,CD,Latin America
jokaa,Eintracht Spandau,jng,27,10,3.1481481481481484,4.444444444444445,8.0,485.6258407407407,5.823951851851852,39.7037037037037,37.0,2.51,37.0,2.51,PRM,Europe
Fudge,Shopify Rebellion,top,63,26,2.9047619047619047,3.015873015873016,4.666666666666667,549.9141333333333,7.922260317460317,33.06349206349206,41.3,2.51,41.3,2.51,LTA N,North America
Addusto,BRUTE,top,24,9,3.5833333333333335,3.5,5.208333333333333,649.4899208333333,8.259929166666668,26.583333333333332,37.5,2.51,37.5,2.51,HM,Europe
Arp,Priority,jng,16,4,4.3125,4.4375,6.8125,459.743375,5.95279375,46.625,25.0,2.51,25.0,2.51,HC,Other
ZUIAN,Top Esports Challenger,top,13,6,3.3846153846153846,3.1538461538461537,4.538461538461538,661.2347000000001,7.872953846153846,27.923076923076923,46.2,2.51,46.2,2.51,Asia Master,Other
Shlatan,Team BDS Academy,jng,47,14,3.106382978723404,4.276595744680851,7.617021276595745,442.6187489361702,5.968691489361702,39.680851063829785,29.8,2.51,29.8,2.51,LFL,Europe
Hattor1s,Team Insidious,bot,14,2,5.071428571428571,4.142857142857143,5.285714285714286,733.0241071428571,8.456257142857144,27.071428571428573,14.3,2.5,14.3,2.5,HLL,Europe
zay,Rise Gaming,sup,38,9,0.631578947368421,3.710526315789474,8.657894736842104,212.01514210526315,0.9898526315789474,125.47368421052632,23.7,2.5,23.7,2.5,CD,Latin America
B Butcher,Fog Esports,sup,37,17,0.972972972972973,4.72972972972973,10.837837837837839,200.45748108108108,1.0658702702702703,114.05405405405405,45.9,2.5,45.9,2.5,AL,Europe
Sobakk,Ethereal Enigmas,sup,28,12,1.0357142857142858,5.5,12.714285714285714,274.21501785714287,0.8474964285714286,96.14285714285714,42.9,2.5,42.9,2.5,HC,Other
Robertoos,EXILE esports,sup,18,5,0.7222222222222222,4.111111111111111,9.555555555555555,204.43222222222224,0.8715388888888889,103.83333333333333,27.8,2.5,27.8,2.5,HM,Europe
ZekaS,Corinthians Esports,top,15,6,2.7333333333333334,2.933333333333333,4.6,566.6872000000001,7.7371799999999995,29.8,40.0,2.5,40.0,2.5,CD,Latin America
Loid,Gen.G Scholars,mid,30,12,4.033333333333333,4.6,7.466666666666667,862.3258966666667,8.05088,27.933333333333334,40.0,2.5,40.0,2.5,LAS,Latin America
Kiari,Alpha7 Esports,top,41,21,3.0,3.4390243902439024,5.902439024390244,670.455319512195,7.594243902439025,33.46341463414634,51.2,2.59,48.2,2.5,CD,Latin America
Tao,Karmine Corp Blue Stars,top,42,16,3.4285714285714284,3.761904761904762,5.9523809523809526,625.1675452380953,8.184685714285715,26.452380952380953,38.1,2.49,38.1,2.49,LFL2,Europe
TF Blade,Near Airport,top,38,24,2.736842105263158,3.526315789473684,6.052631578947368,535.1552368421053,7.60865,27.026315789473685,63.2,2.49,63.2,2.49,NACL,North America
Lucker,Zerance,sup,14,5,0.7142857142857143,4.785714285714286,11.214285714285714,211.5636,1.113357142857143,104.21428571428571,35.7,2.49,35.7,2.49,LFL2,Europe
uden,LODIS,sup,16,4,0.75,4.0625,9.375,212.649575,0.96598125,112.25,25.0,2.49,25.0,2.49,RL,Other
IlllIma,Ground Zero Gaming,top,13,5,3.4615384615384617,3.923076923076923,6.3076923076923075,626.6377461538461,7.278392307692308,26.46153846153846,38.5,2.49,38.5,2.49,PCS,Southeast Asia
Nsurr,Karmine Corp Blue Stars,sup,39,16,0.8461538461538461,4.794871794871795,11.076923076923077,198.4485564102564,1.2055,119.64102564102564,41.0,2.49,41.0,2.49,LFL2,Europe
Qwacker,Blue Otter,top,47,21,3.404255319148936,3.5319148936170213,5.382978723404255,592.9850723404255,7.6763191489361695,27.170212765957448,44.7,2.49,44.7,2.49,NACL,North America
AKaJe,DRX Academy,mid,50,4,3.66,3.4,4.76,731.12614,8.256956,22.86,8.0,2.48,8.0,2.48,LAS,Latin America
Leza,Isurus,mid,13,5,2.6923076923076925,3.230769230769231,5.3076923076923075,626.200823076923,8.478907692307692,34.76923076923077,38.5,2.48,38.5,2.48,LTA S,Latin America
Space,Myth Esports,bot,35,16,4.2,3.8285714285714287,5.285714285714286,704.9025828571429,8.66702,19.857142857142858,45.7,2.48,45.7,2.48,ROL,Other
Mewkyo,Corinthians Esports,jng,15,6,2.1333333333333333,3.6,6.8,411.61572666666666,6.464286666666666,51.0,40.0,2.48,40.0,2.48,CD,Latin America
Viciun,Team Evermeet,sup,18,5,0.8333333333333334,4.277777777777778,9.88888888888889,227.7996611111111,1.0163166666666668,103.55555555555556,27.8,2.51,22.7,2.47,LRS,Other
Bada,Nongshim RedForce Academy,bot,53,15,3.69811320754717,3.6792452830188678,5.39622641509434,663.7972132075472,8.54607924528302,22.28301886792453,28.3,2.47,28.3,2.47,LAS,Latin America
Viciun,Team Evermeet,sup,18,5,0.8333333333333334,4.277777777777778,9.88888888888889,227.7996611111111,1.0163166666666668,103.55555555555556,27.8,2.51,22.7,2.47,LRS,Other
Leo,OKSavingsBank BRION Challengers,bot,22,5,3.0454545454545454,2.727272727272727,3.6818181818181817,528.8803454545455,9.42924090909091,42.72727272727273,22.7,2.47,20.0,2.47,LCKC,Korea
Leo,OKSavingsBank BRION Challengers,bot,22,5,3.0454545454545454,2.727272727272727,3.6818181818181817,528.8803454545455,9.42924090909091,42.72727272727273,22.7,2.47,20.0,2.47,LCKC,Korea
Photon,Dignitas,top,11,2,3.0,2.727272727272727,3.727272727272727,500.9737181818182,8.262063636363637,41.36363636363637,18.2,2.47,18.2,2.47,LTA N,North America
Dragoon,Jolly Rogers,top,11,6,3.3636363636363638,3.909090909090909,6.2727272727272725,624.8616090909092,7.285181818181818,24.0,54.5,2.47,54.5,2.47,NACL,North America
Rest,CTBC Flying Oyster,top,54,33,2.462962962962963,2.611111111111111,5.37037037037037,520.2108425925926,7.796629629629629,31.685185185185187,61.1,3.0,51.2,2.47,LCP,Southeast Asia
Cherry,Priority,sup,16,4,1.0625,4.6875,10.5,244.23105625,0.98024375,101.5,25.0,2.47,25.0,2.47,HC,Other
Tockimo,E WIE EINFACH E-SPORTS,sup,78,38,0.9230769230769231,4.346153846153846,9.807692307692308,221.79132564102562,0.90935,113.5,48.7,2.47,48.7,2.47,PRM,Europe
Sotsy,Ramboot Club,top,15,6,3.0,3.933333333333333,6.733333333333333,547.5039066666667,7.099279999999999,28.6,40.0,2.47,40.0,2.47,LVP SL,Europe
belit,Orbit Anonymo Esports,jng,49,14,2.5306122448979593,4.061224489795919,7.469387755102041,416.4221755102041,5.720724489795918,40.63265306122449,28.6,2.46,28.6,2.46,RL,Other
CLA Drali ,Kaeru Gyuangu,top,15,7,2.8666666666666667,3.6,6.0,665.9587666666666,7.556439999999999,28.466666666666665,46.7,2.46,46.7,2.46,LFL2,Europe
Shu Hari,Malvinas Gaming,sup,12,6,1.5,5.083333333333333,11.0,270.49101666666667,1.141575,114.41666666666667,50.0,2.46,50.0,2.46,LRS,Other
Dzeffry,KIA.eSuba Academy,top,28,22,4.25,3.9642857142857144,5.5,757.1428392857142,7.953021428571428,20.75,78.6,2.46,78.6,2.46,HC,Other
wild,EDG Youth Team,mid,11,3,4.363636363636363,3.727272727272727,4.818181818181818,576.9606,7.427899999999999,25.545454545454547,27.3,2.46,27.3,2.46,Asia Master,Other
Hatsu,Zena Esports,top,20,9,4.3,3.4,4.05,623.3224849999999,8.54053,28.35,45.0,2.46,45.0,2.46,LIT,Europe
Alvanai,Actions Per Minute,mid,23,7,4.086956521739131,4.043478260869565,5.869565217391305,637.3834260869565,8.591595652173913,28.0,30.4,2.46,30.4,2.46,HLL,Europe
Jericho,Kareha Children,mid,30,11,2.7,3.5,5.9,606.50833,7.796623333333333,29.7,36.7,2.46,36.7,2.46,LJL,Japan
BKD Meii,Black Dog,jng,10,2,3.7,4.7,7.8,374.86381,5.2991,48.3,20.0,2.45,20.0,2.45,LJL,Japan
Lumos,Gen.G Scholars,sup,30,12,1.2333333333333334,5.5,12.233333333333333,357.9702533333333,1.1962233333333332,104.3,40.0,2.45,40.0,2.45,LAS,Latin America
Techoteco,Eintracht Frankfurt,jng,39,15,2.6153846153846154,4.282051282051282,7.871794871794871,484.8043692307692,5.940287179487179,38.23076923076923,38.5,2.45,38.5,2.45,PRM,Europe
Dooly,Ground Zero Gaming,mid,21,6,3.380952380952381,3.7142857142857144,5.714285714285714,671.1888285714285,8.964361904761905,21.761904761904763,28.6,2.45,28.6,2.45,PCS,Southeast Asia
Makk,Orbit Anonymo Esports,top,17,7,3.0588235294117645,3.823529411764706,6.294117647058823,552.8430470588236,7.296235294117647,22.352941176470587,41.2,2.45,41.2,2.45,RL,Other
Marky,LUA Gaming,top,44,20,2.659090909090909,3.3181818181818183,5.4772727272727275,603.985825,7.870390909090909,33.02272727272727,45.5,2.45,45.5,2.45,LVP SL,Europe
Apatheia,GTZ Esports,jng,13,7,3.230769230769231,5.153846153846154,9.384615384615385,486.9312076923077,5.9949,36.15384615384615,53.8,2.45,53.8,2.45,LPLOL,Other
KatzGames,Monta Club,top,16,9,3.5625,4.0625,6.375,643.4726437500001,7.4019125,31.3125,56.2,2.45,56.2,2.45,NEXO,Other
Krastyel,RATZ,sup,29,10,0.7586206896551724,4.482758620689655,10.172413793103448,187.76685517241378,1.1595241379310346,120.24137931034483,34.5,2.44,34.5,2.44,CD,Latin America
nvillada,Sicar Esports,top,17,9,3.176470588235294,3.176470588235294,4.588235294117647,617.4882823529413,7.6105,24.294117647058822,52.9,2.44,52.9,2.44,LRS,Other
Kurahuto,DetonatioN FocusMe Academy,sup,48,24,0.6875,5.458333333333333,12.25,264.0649416666667,0.9776145833333333,91.60416666666667,50.0,2.37,51.8,2.44,LJL,Japan
Lojaz,Apex Mission Impossible,jng,37,12,2.7567567567567566,4.1891891891891895,7.45945945945946,378.0424054054054,5.649586486486486,44.67567567567568,32.4,2.44,32.4,2.44,NACL,North America
Mietek,Colossal Gaming,top,21,11,3.2857142857142856,3.238095238095238,4.619047619047619,688.1092857142858,8.329495238095237,23.857142857142858,52.4,2.44,52.4,2.44,LIT,Europe
Rich,DRX,top,101,40,2.514851485148515,3.099009900990099,5.079207920792079,602.111304950495,7.5864970297029695,36.67326732673267,39.6,2.45,39.4,2.44,LCK,Korea
Tenshi,Barcząca Esports,mid,16,7,3.25,4.25,7.125,749.7292125,7.80141875,20.4375,43.8,2.44,43.8,2.44,RL,Other
Asilah,Zeu5 Esports,mid,18,8,3.2777777777777777,3.7777777777777777,5.944444444444445,623.1721111111111,7.478161111111111,22.666666666666668,44.4,2.44,44.4,2.44,LRN,Other
Patrik,Rogue,bot,29,6,3.310344827586207,3.1379310344827585,4.344827586206897,666.8857931034482,8.655420689655173,36.48275862068966,20.7,2.44,20.7,2.44,LEC,Europe
Turtle,KAOS e-sport,top,12,4,2.75,3.5833333333333335,6.0,538.0082,7.122091666666667,29.75,33.3,2.44,33.3,2.44,NLC,Europe
CK gotae,Clocks,top,37,21,3.5675675675675675,3.6216216216216215,5.216216216216216,721.9914594594595,7.665186486486486,21.864864864864863,56.8,2.43,56.8,2.43,LJL,Japan
Macaquino,Guasones,mid,34,8,2.4411764705882355,3.088235294117647,5.0588235294117645,667.8037794117647,8.01904705882353,28.0,23.5,2.43,23.5,2.43,LVP SL,Europe
BartonaR,Nigma Galaxy,jng,16,1,2.4375,4.625,6.75,462.85859999999997,5.376625,24.875,6.2,1.99,20.7,2.43,AL,Europe
BartonaR,Nigma Galaxy,jng,16,1,2.4375,4.625,6.75,462.85859999999997,5.376625,24.875,6.2,1.99,20.7,2.43,AL,Europe
Shoiti,ZGDX Gaming,sup,10,4,1.0,4.4,9.7,256.63176,1.234,125.2,40.0,2.43,40.0,2.43,CD,Latin America
1Jiang,Ultra Prime,top,70,25,2.4571428571428573,3.1,5.071428571428571,543.5882357142857,7.623784285714286,35.214285714285715,35.7,2.43,35.7,2.43,LPL,China
BartonaR,Nigma Galaxy,top,13,5,3.8461538461538463,3.6153846153846154,7.461538461538462,584.1481846153846,7.23433076923077,26.23076923076923,38.5,3.13,20.7,2.43,AL,Europe
BartonaR,Nigma Galaxy,top,13,5,3.8461538461538463,3.6153846153846154,7.461538461538462,584.1481846153846,7.23433076923077,26.23076923076923,38.5,3.13,20.7,2.43,AL,Europe
Nille,Caldya Esport,top,17,7,3.5294117647058822,3.7058823529411766,5.470588235294118,606.2930882352941,7.53775294117647,37.23529411764706,41.2,2.43,41.2,2.43,LFL2,Europe
Fornoreason,Unicorns of Love Sexy Edition,top,97,52,3.2577319587628866,3.2783505154639174,4.701030927835052,654.4566649484535,8.20909793814433,27.515463917525775,53.6,2.43,53.6,2.43,PRM,Europe
ZaFiR,Zerolag Esports,sup,16,5,0.4375,3.875,8.9375,171.50040625,1.11768125,102.0625,31.2,2.42,31.2,2.42,HLL,Europe
Forlin,Dopamina E-Sport,top,14,6,2.4285714285714284,3.2142857142857144,5.357142857142857,644.1835357142857,7.669771428571429,34.785714285714285,42.9,2.42,42.9,2.42,CD,Latin America
Joexy,BBL Dark Passage,sup,17,6,0.8823529411764706,5.0,11.235294117647058,234.59128823529412,0.9248176470588235,118.6470588235294,35.3,2.42,35.3,2.42,TCL,Europe
Loading,Actions Per Minute,top,42,14,2.0952380952380953,3.261904761904762,5.809523809523809,559.4082642857143,7.080411904761904,27.166666666666668,33.3,2.42,33.3,2.42,HLL,Europe
Treatz,Movistar KOI Fénix,sup,13,4,1.0769230769230769,4.0,8.615384615384615,190.8936692307692,0.7688769230769231,116.61538461538461,30.8,2.42,30.8,2.42,LVP SL,Europe
Twiizt,Joblife,sup,48,17,0.6458333333333334,3.8958333333333335,8.791666666666666,171.4215,0.9266625,107.29166666666667,35.4,2.42,35.4,2.42,LFL,Europe
Tyr,Icon Esports,sup,11,5,0.5454545454545454,4.545454545454546,10.454545454545455,194.87315454545453,0.8801454545454545,94.27272727272727,45.5,2.42,45.5,2.42,LRN,Other
iBo,WLGaming Esports,top,14,4,4.357142857142857,4.642857142857143,6.857142857142857,775.8828642857143,7.554157142857143,38.92857142857143,28.6,2.42,28.6,2.42,HLL,Europe
TheSerius,GOAL,top,13,7,2.5384615384615383,3.6923076923076925,6.384615384615385,543.1299153846154,6.923115384615385,33.0,53.8,2.42,53.8,2.42,HLL,Europe
Kodo,Fractious eSports,bot,11,3,2.8181818181818183,3.0,4.454545454545454,597.7381,8.829154545454545,25.818181818181817,27.3,2.42,27.3,2.42,NEXO,Other
SQG ATRanD,Spirit Quartz Gaming,top,12,5,1.4166666666666667,3.0,5.833333333333333,460.29106666666667,6.431066666666666,31.916666666666668,41.7,2.42,41.7,2.42,LJL,Japan
Hanbyeol,Gen.G Global Academy,top,130,56,2.4846153846153847,3.330769230769231,5.530769230769231,638.2684376923078,7.717896923076923,29.338461538461537,43.1,2.41,43.3,2.42,LCKC,Korea
Tea0r,Diversion Gaming,top,27,11,3.814814814814815,4.0,5.851851851851852,640.5676925925926,7.191103703703703,19.14814814814815,40.7,2.42,40.7,2.42,HC,Other
Papiteero,Team BDS Academy,top,43,14,2.697674418604651,3.395348837209302,5.511627906976744,563.698065116279,7.4850581395348845,26.209302325581394,32.6,2.42,32.6,2.42,LFL,Europe
TheShy,Invictus Gaming,top,144,84,2.8402777777777777,3.6805555555555554,6.277777777777778,667.0372444444444,7.5552270833333335,29.479166666666668,58.3,2.48,57.7,2.42,LPL,China
smifi,DOCISK,sup,15,4,0.8666666666666667,4.866666666666666,10.933333333333334,180.76491333333334,0.8416333333333333,106.0,26.7,2.42,26.7,2.42,RL,Other
Minji,HELL PIGS,mid,48,12,4.541666666666667,4.333333333333333,5.895833333333333,750.9657604166667,7.864518749999999,22.541666666666668,25.0,2.41,25.0,2.41,PCS,Southeast Asia
Hakari,e-Champ Gaming,top,17,7,2.764705882352941,3.176470588235294,4.882352941176471,569.0805,7.476929411764706,31.647058823529413,41.2,2.41,41.2,2.41,CD,Latin America
TQ,Silent Storm Esports,sup,10,3,0.8,5.8,13.2,254.88694,1.01403,89.5,30.0,2.41,30.0,2.41,VCS,Southeast Asia
Paixdia,Beşiktaş Esports,sup,33,12,0.8787878787878788,4.606060606060606,10.212121212121213,171.27615151515153,0.9773272727272728,124.81818181818181,36.4,2.41,36.4,2.41,TCL,Europe
Ganks,Fluxo W7M,jng,16,3,1.9375,3.1875,5.75,380.17435624999996,6.46021875,47.125,18.8,2.41,18.8,2.41,LTA S,Latin America
Frozen,Fox Gaming,sup,23,11,0.8695652173913043,5.043478260869565,11.217391304347826,185.67652173913046,1.0525869565217392,120.73913043478261,47.8,2.4,47.8,2.4,AL,Europe
Robenong,Lupus Esports,mid,10,2,4.0,4.3,6.3,764.51152,7.62521,24.3,20.0,2.4,20.0,2.4,EBL,Europe
Rigel,Saigon Secret,top,20,8,2.9,3.05,4.25,601.2588450000001,8.177355,32.45,40.0,2.34,41.4,2.4,VCS,Southeast Asia
xGenesis,Green Dolphin Gaming,top,20,9,2.65,3.25,5.15,460.130955,7.427490000000001,33.8,45.0,2.4,45.0,2.4,NEXO,Other
K1ng,EKO Esports,bot,11,2,5.090909090909091,4.2727272727272725,5.181818181818182,885.3250545454546,9.191063636363635,24.09090909090909,18.2,2.4,18.2,2.4,LIT,Europe
Daemi,BAAM Esports,mid,15,4,4.0,4.2,6.066666666666666,737.81,8.171313333333334,33.86666666666667,26.7,2.4,26.7,2.4,AL,Europe
Deadhound,Lupus Esports,bot,10,2,4.7,4.1,5.1,750.11033,8.08804,23.3,20.0,2.39,20.0,2.39,EBL,Europe
HamBak,OKSavingsBank BRION,jng,32,11,1.90625,3.71875,6.96875,388.989759375,6.150684375,49.21875,34.4,2.39,34.4,2.39,LCK,Korea
Artanis,Bulldog Esports,jng,10,3,2.6,5.1,9.6,473.17179999999996,5.72304,39.4,30.0,2.39,30.0,2.39,NLC,Europe
Conformista,Odivelas Sports Club,top,10,5,2.8,2.8,3.9,551.42405,8.6217,27.5,50.0,2.39,50.0,2.39,LPLOL,Other
SeMike,GLORE,mid,17,3,3.176470588235294,3.764705882352941,5.823529411764706,636.3475764705881,7.99665294117647,25.88235294117647,17.6,2.39,17.6,2.39,HM,Europe
Kheng,Silent Storm Esports,jng,10,3,4.1,4.9,7.6,479.50566,6.31142,33.4,30.0,2.39,30.0,2.39,VCS,Southeast Asia
Perle,Vortex (Japanese Team),top,17,6,2.588235294117647,3.176470588235294,5.0,542.2374647058823,7.508276470588235,29.352941176470587,35.3,2.39,35.3,2.39,LJL,Japan
Yuta,DOCISK,jng,15,4,2.4,4.733333333333333,8.933333333333334,457.23264,5.587886666666666,43.4,26.7,2.39,26.7,2.39,RL,Other
Xiaoxu,Royal Never Give Up,top,31,10,2.3548387096774195,2.7419354838709675,4.161290322580645,488.2046064516129,8.06293870967742,33.483870967741936,32.3,2.38,32.3,2.38,LPL,China
Brizz,aNc Legends,sup,19,7,0.8947368421052632,4.157894736842105,9.894736842105264,207.46743157894738,1.235784210526316,100.84210526315789,36.8,2.59,24.1,2.38,LIT,Europe
